pr_number,created_at,merged_at,author,number_of_comments,number_of_review_comments,number_of_commits,lines_of_code_changed,number_of_files_changed,number_of_reviewers,number_of_approvals,labels,time_to_first_response,number_of_assignees,review_duration,number_of_changes_requested,number_of_linked_issues,time_since_last_commit,number_of_reviews_requested,number_of_revisions,number_of_milestones,comment_authors,issue_comments_text,reviews_text,issue_text,review_comments
159448,2024-11-25T22:27:20Z,2024-11-25T23:18:21Z,goderbauer,1,0,1,2,1,1,1,[],8.0,0,3063.0,0,0,2660100.835485,0,1,0,['goderbauer'],cc @srawlins ,,,
159449,2024-11-25T22:32:17Z,2024-11-25T23:01:52Z,goderbauer,0,0,1,2,1,1,1,[],,0,1778.0,0,0,2661089.67802,0,1,0,[],"![return of the king](https://github.com/user-attachments/assets/c6c3cd66-ad80-4306-bae1-da87c65d0aca)
","![return of the king](https://github.com/user-attachments/assets/c6c3cd66-ad80-4306-bae1-da87c65d0aca)
",,
159257,2024-11-21T10:09:41Z,2024-11-25T22:56:44Z,Pante,3,8,4,91,1,3,2,"['framework', 'f: material design', 'refactor']",21.0,0,391626.0,0,0,2661398.734825,0,4,0,"['nate-thegrate', 'flutter-dashboard[bot]', 'stuartmorgan']","It looks like this pull request may not have tests. Please make sure to add tests before merging. If you need an exemption, contact ""@test-exemption-reviewer"" in the #hackers channel in [Discord](https://github.com/flutter/flutter/blob/master/docs/contributing/Chat.md) (don't just cc them here, they won't see it!).

If you are not sure if you need tests, consider this rule of thumb: the purpose of a test is to make sure someone doesn't accidentally revert the fix. Ask yourself, **is there anything in your PR that you feel it is important we not accidentally revert back to how it was before your fix?**

__Reviewers__: Read the [Tree Hygiene page](https://github.com/flutter/flutter/blob/master/docs/contributing/Tree-hygiene.md#how-to-review-code) and make sure this patch meets those guidelines before LGTMing. The test exemption team is a small volunteer group, so _all_ reviewers should feel empowered to ask for tests, without delegating that responsibility entirely to the test exemption group. test-exempt: code refactor with no semantic change @victorsanni yeah that's fair.

The original logic was implemented in https://github.com/flutter/flutter/pull/116743; it was a pretty large PR with a focus on improving accessibility.
My guess is that they copy-pasted existing `RenderBox` logic and tweaked it so the box expands to fill the constraints, not realizing that much of the logic relating to intrinsics is unnecessary when [**sizedByParent**](https://main-api.flutter.dev/flutter/rendering/RenderObject/sizedByParent.html) is true.

That PR also added
```dart
typedef _SizeChangeCallback<Size> = void Function(Size);
```
It works exactly like `ValueChanged<T>` but uses `Size` as the type argument, which might be a cause for confusion, given the name overlap with the [**Size**](https://main-api.flutter.dev/flutter/dart-ui/Size-class.html) class.

Overall, I'm super pleased with @Pante's contribution and would happily follow up if anything goes wrong with the merge 👍Thanks very much for the cleanup! LGTM, with 1 suggestion :)

Thanks again for the improvement here! LGTM but I don't entirely understand the previous logic in the compute intrinsic height methods.","Thanks very much for the cleanup! LGTM, with 1 suggestion :)

Thanks again for the improvement here! LGTM but I don't entirely understand the previous logic in the compute intrinsic height methods.","<!--
Thanks for filing a pull request!
Reviewers are typically assigned within a week of filing a request.
To learn more about code review, see our documentation on Tree Hygiene: https://github.com/flutter/flutter/blob/main/docs/contributing/Tree-hygiene.md
-->

This PR refactors Material's bottom sheet & related widgets. It also replaces internal usage of deprecated types such as `MaterialState` with `WidgetState`.

## Pre-launch Checklist

- [x] I read the [Contributor Guide] and followed the process outlined there for submitting PRs.
- [x] I read the [Tree Hygiene] wiki page, which explains my responsibilities.
- [x] I read and followed the [Flutter Style Guide], including [Features we expect every widget to implement].
- [x] I signed the [CLA].
- [ ] I listed at least one issue that this PR fixes in the description above.
- [x] I updated/added relevant documentation (doc comments with `///`).
- [ ] I added new tests to check the change I am making, or this PR is [test-exempt].
- [x] I followed the [breaking change policy] and added [Data Driven Fixes] where supported.
- [ ] All existing and new tests are passing.

If you need help, consider asking for advice on the #hackers-new channel on [Discord].

<!-- Links -->
[Contributor Guide]: https://github.com/flutter/flutter/blob/main/docs/contributing/Tree-hygiene.md#overview
[Tree Hygiene]: https://github.com/flutter/flutter/blob/main/docs/contributing/Tree-hygiene.md
[test-exempt]: https://github.com/flutter/flutter/blob/main/docs/contributing/Tree-hygiene.md#tests
[Flutter Style Guide]: https://github.com/flutter/flutter/blob/main/docs/contributing/Style-guide-for-Flutter-repo.md
[Features we expect every widget to implement]: https://github.com/flutter/flutter/blob/main/docs/contributing/Style-guide-for-Flutter-repo.md#features-we-expect-every-widget-to-implement
[CLA]: https://cla.developers.google.com/
[flutter/tests]: https://github.com/flutter/tests
[breaking change policy]: https://github.com/flutter/flutter/blob/main/docs/contributing/Tree-hygiene.md#handling-breaking-changes
[Discord]: https://github.com/flutter/flutter/blob/main/docs/contributing/Chat.md
[Data Driven Fixes]: https://github.com/flutter/flutter/blob/main/docs/contributing/Data-driven-Fixes.md
","The original typedef was quite interesting! 😅

I'm wondering… could we just remove this and use `ValueChanged<Size>`? optional nit: Maybe the variable name could reflect how it's a set of WidgetStates.
```suggestion
  Set<WidgetState> dragHandleStates = <WidgetState>{};
``` same nit here:
```suggestion
  final Set<WidgetState> states;
``` These methods are looking _much_ better now, thanks!

Now that it's been cleaned up a bit, I'm wondering: is it at all possible for this to return anything other than zero? (It seems like `width` will always be set to `double.infinity`, thus `0.0` is always returned.) Ooh, good catch here! Thanks! Oh that's a good catch! It does seem like most of the compute intrinsic methods would always return 0 regardless.  tiny nit (here & below):

```suggestion
  double computeMinIntrinsicWidth(double height) => 0.0;
```

([relevant style guideline](https://github.com/flutter/flutter/blob/master/docs/contributing/Style-guide-for-Flutter-repo.md#use-double-literals-for-double-constants))"
159355,2024-11-22T23:28:07Z,2024-11-25T21:39:00Z,chunhtai,0,0,1,49,3,1,1,"['framework', 'a: accessibility']",,0,252655.0,0,0,2666063.892845,0,1,0,[],,,"This reverts commit 07690a69b0067f8a8471470f7314a3294591033d.

previous pr was merged when tree is close by mistake, and was revert out of precaution. There is no change in this reland.


## Pre-launch Checklist

- [ ] I read the [Contributor Guide] and followed the process outlined there for submitting PRs.
- [ ] I read the [Tree Hygiene] wiki page, which explains my responsibilities.
- [ ] I read and followed the [Flutter Style Guide], including [Features we expect every widget to implement].
- [ ] I signed the [CLA].
- [ ] I listed at least one issue that this PR fixes in the description above.
- [ ] I updated/added relevant documentation (doc comments with `///`).
- [ ] I added new tests to check the change I am making, or this PR is [test-exempt].
- [ ] I followed the [breaking change policy] and added [Data Driven Fixes] where supported.
- [ ] All existing and new tests are passing.

If you need help, consider asking for advice on the #hackers-new channel on [Discord].

<!-- Links -->
[Contributor Guide]: https://github.com/flutter/flutter/blob/main/docs/contributing/Tree-hygiene.md#overview
[Tree Hygiene]: https://github.com/flutter/flutter/blob/main/docs/contributing/Tree-hygiene.md
[test-exempt]: https://github.com/flutter/flutter/blob/main/docs/contributing/Tree-hygiene.md#tests
[Flutter Style Guide]: https://github.com/flutter/flutter/blob/main/docs/contributing/Style-guide-for-Flutter-repo.md
[Features we expect every widget to implement]: https://github.com/flutter/flutter/blob/main/docs/contributing/Style-guide-for-Flutter-repo.md#features-we-expect-every-widget-to-implement
[CLA]: https://cla.developers.google.com/
[flutter/tests]: https://github.com/flutter/tests
[breaking change policy]: https://github.com/flutter/flutter/blob/main/docs/contributing/Tree-hygiene.md#handling-breaking-changes
[Discord]: https://github.com/flutter/flutter/blob/main/docs/contributing/Chat.md
[Data Driven Fixes]: https://github.com/flutter/flutter/blob/main/docs/contributing/Data-driven-Fixes.md
",
159097,2024-11-18T20:08:34Z,2024-11-18T21:20:56Z,engine-flutter-autoroll,1,0,5,2,1,1,1,['engine'],2209.0,0,609772.0,0,0,2666520.757967,0,5,0,['engine-flutter-autoroll'],Commit queue failed; closing this roll.,,"
https://github.com/flutter/engine/compare/9686de154114...878f593802e1

2024-11-18 chris@bracken.jp EmbedderTest: Extract backend-specific user_data (flutter/engine#56642)
2024-11-18 skia-flutter-autoroll@skia.org Roll Dart SDK from ae5111067032 to 625e0a9cb67a (1 revision) (flutter/engine#56679)
2024-11-18 30870216+gaaclarke@users.noreply.github.com Started only loading gles3 functions if we have a gles3 context (flutter/engine#56636)
2024-11-18 30870216+gaaclarke@users.noreply.github.com [impeller] enable framebuffer blit when available (flutter/engine#56596)
2024-11-18 skia-flutter-autoroll@skia.org Roll Skia from 7594233ff914 to 0b74d5c3eb4f (4 revisions) (flutter/engine#56678)

If this roll has caused a breakage, revert this CL and stop the roller
using the controls here:
https://autoroll.skia.org/r/flutter-engine-flutter-autoroll
Please CC jimgraham@google.com,zra@google.com on the revert to ensure that a human
is aware of the problem.

To file a bug in Flutter: https://github.com/flutter/flutter/issues/new/choose

To report a problem with the AutoRoller itself, please file a bug:
https://issues.skia.org/issues/new?component=1389291&template=1850622

Documentation for the AutoRoller is here:
https://skia.googlesource.com/buildbot/+doc/main/autoroll/README.md
",
159437,2024-11-25T20:41:29Z,2024-11-25T20:49:04Z,auto-submit[bot],0,0,1,136,2,1,1,['framework'],,1,456.0,0,0,2669062.959117,0,1,0,[],,,"<!-- start_original_pr_link -->
Reverts: flutter/flutter#158985
<!-- end_original_pr_link -->
<!-- start_initiating_author -->
Initiated by: QuncCccccc
<!-- end_initiating_author -->
<!-- start_revert_reason -->
Reason for reverting: to unblock tree
<!-- end_revert_reason -->
<!-- start_original_pr_author -->
Original PR Author: TahaTesser
<!-- end_original_pr_author -->

<!-- start_reviewers -->
Reviewed By: {QuncCccccc}
<!-- end_reviewers -->

<!-- start_revert_body -->
This change reverts the following previous change:
Updated unit tests for `ColorFiltered` and `ImageFiltered` to have M2 and M3 versions.

More info in #139076

## Pre-launch Checklist

- [x] I read the [Contributor Guide] and followed the process outlined there for submitting PRs.
- [x] I read the [Tree Hygiene] wiki page, which explains my responsibilities.
- [x] I read and followed the [Flutter Style Guide], including [Features we expect every widget to implement].
- [x] I signed the [CLA].
- [x] I listed at least one issue that this PR fixes in the description above.
- [ ] I updated/added relevant documentation (doc comments with `///`).
- [x] I added new tests to check the change I am making, or this PR is [test-exempt].
- [ ] I followed the [breaking change policy] and added [Data Driven Fixes] where supported.
- [x] All existing and new tests are passing.

If you need help, consider asking for advice on the #hackers-new channel on [Discord].

<!-- Links -->
[Contributor Guide]: https://github.com/flutter/flutter/wiki/Tree-hygiene#overview
[Tree Hygiene]: https://github.com/flutter/flutter/wiki/Tree-hygiene
[test-exempt]: https://github.com/flutter/flutter/wiki/Tree-hygiene#tests
[Flutter Style Guide]: https://github.com/flutter/flutter/wiki/Style-guide-for-Flutter-repo
[Features we expect every widget to implement]: https://github.com/flutter/flutter/wiki/Style-guide-for-Flutter-repo#features-we-expect-every-widget-to-implement
[CLA]: https://cla.developers.google.com/
[flutter/tests]: https://github.com/flutter/tests
[breaking change policy]: https://github.com/flutter/flutter/wiki/Tree-hygiene#handling-breaking-changes
[Discord]: https://github.com/flutter/flutter/wiki/Chat
[Data Driven Fixes]: https://github.com/flutter/flutter/wiki/Data-driven-Fixes

<!-- end_revert_body -->
",
158839,2024-11-13T18:44:41Z,2024-11-25T21:15:01Z,gmackall,3,0,2,12,2,1,1,['tool'],700831.0,0,1045822.0,0,0,2667504.990878,0,2,0,"['gmackall', 'bkonyi']","@gmackall do you want a review on this? :) > @gmackall do you want a review on this? :)

Sure, thanks for reminding me! I wanted to let the tests finish running before requesting, but I must have closed the tab > This LGTM but I do want to ask if there's a reason behind these specific versions at this time, e.g. we are trying to get to particular versions by X time?

No specific driving reason this time, just to keep our window from growing too large (versions are getting released faster than we drop support) and keep users up to dateThis LGTM but I do want to ask if there's a reason behind these specific versions at this time, e.g. we are trying to get to particular versions by X time?","This LGTM but I do want to ask if there's a reason behind these specific versions at this time, e.g. we are trying to get to particular versions by X time?","Bumps the versions up a bit, so we can keep people moving forward.

## Pre-launch Checklist

- [x] I read the [Contributor Guide] and followed the process outlined there for submitting PRs.
- [x] I read the [Tree Hygiene] wiki page, which explains my responsibilities.
- [x] I read and followed the [Flutter Style Guide], including [Features we expect every widget to implement].
- [x] I signed the [CLA].
- [ ] I listed at least one issue that this PR fixes in the description above.
- [x] I updated/added relevant documentation (doc comments with `///`).
- [x] I added new tests to check the change I am making, or this PR is [test-exempt].
- [x] I followed the [breaking change policy] and added [Data Driven Fixes] where supported.
- [x] All existing and new tests are passing.

If you need help, consider asking for advice on the #hackers-new channel on [Discord].

<!-- Links -->
[Contributor Guide]: https://github.com/flutter/flutter/blob/main/docs/contributing/Tree-hygiene.md#overview
[Tree Hygiene]: https://github.com/flutter/flutter/blob/main/docs/contributing/Tree-hygiene.md
[test-exempt]: https://github.com/flutter/flutter/blob/main/docs/contributing/Tree-hygiene.md#tests
[Flutter Style Guide]: https://github.com/flutter/flutter/blob/main/docs/contributing/Style-guide-for-Flutter-repo.md
[Features we expect every widget to implement]: https://github.com/flutter/flutter/blob/main/docs/contributing/Style-guide-for-Flutter-repo.md#features-we-expect-every-widget-to-implement
[CLA]: https://cla.developers.google.com/
[flutter/tests]: https://github.com/flutter/tests
[breaking change policy]: https://github.com/flutter/flutter/blob/main/docs/contributing/Tree-hygiene.md#handling-breaking-changes
[Discord]: https://github.com/flutter/flutter/blob/main/docs/contributing/Chat.md
[Data Driven Fixes]: https://github.com/flutter/flutter/blob/main/docs/contributing/Data-driven-Fixes.md
",
158985,2024-11-15T14:06:50Z,2024-11-25T15:02:54Z,TahaTesser,9,1,2,136,2,1,1,"['framework', 'will affect goldens']",1942.0,0,887681.0,0,0,2669518.239031,0,2,0,"['auto-submit[bot]', 'TahaTesser', 'QuncCccccc', 'jonahwilliams', 'flutter-dashboard[bot]']","Golden file changes have been found for this pull request. Click [here to view and triage](https://flutter-gold.skia.org/cl/github/158985) (e.g. because this is an intentional change).

If you are still iterating on this change and are not ready to resolve the images on the Flutter Gold dashboard, consider marking this PR as a draft pull request above. You will still be able to view image results on the dashboard, commenting will be silenced, and the check will not try to resolve itself until marked ready for review.



For more guidance, visit [Writing a golden file test for `package:flutter`](https://github.com/flutter/flutter/blob/master/docs/contributing/testing/Writing-a-golden-file-test-for-package-flutter.md).

__Reviewers__: Read the [Tree Hygiene page](https://github.com/flutter/flutter/blob/master/docs/contributing/Tree-hygiene.md#how-to-review-code) and make sure this patch meets those guidelines before LGTMing.

_Changes reported for pull request #158985 at sha 272217e8b88e48536f698e0a8de7758ca392b818_

 When this landed it caused skia gold to begin reporting untriaged goldens. I went ahead and accepted them, so things should green up.

The problem I believe was the force push will cause the skia gold check to not fire correctly. Just an FYI to try avoid force pushes if you're updating goldens. @jonahwilliams 
Thanks for the update! I usually push empty commit when this happens and golden testing fails. I'll remember to avoid force push when updating Goldens.  Looks like there are more web changes. I'm unsure if these are expected: https://flutter-gold.skia.org/detail?grouping=name%3Dwidgets.image_filter_matrix_offset_m3%26source_type%3Dflutter&digest=725f13536274b8ee715e64df3f2d6ddc > Looks like there are more web changes. I'm unsure if these are expected: https://flutter-gold.skia.org/detail?grouping=name%3Dwidgets.image_filter_matrix_offset_m3%26source_type%3Dflutter&digest=725f13536274b8ee715e64df3f2d6ddc

Could it be due to different web renderer? 
<img width=""800"" alt=""Screenshot 2024-11-25 at 21 12 43"" src=""https://github.com/user-attachments/assets/f618bd72-9674-4034-8535-ebdb7d455d90"">
 Should we revert this for now to unblock the tree? Revert reason: to unblock tree A reason for requesting a revert of flutter/flutter/158985 could
      not be found or the reason was not properly formatted. Begin a comment with **'Reason for revert:'** to tell the bot why
      this issue is being reverted. Reason for revert: to unblock treeLGTM:) Thanks for continuing to add more tests!!",LGTM:) Thanks for continuing to add more tests!!,"Updated unit tests for `ColorFiltered` and `ImageFiltered` to have M2 and M3 versions.

More info in #139076

## Pre-launch Checklist

- [x] I read the [Contributor Guide] and followed the process outlined there for submitting PRs.
- [x] I read the [Tree Hygiene] wiki page, which explains my responsibilities.
- [x] I read and followed the [Flutter Style Guide], including [Features we expect every widget to implement].
- [x] I signed the [CLA].
- [x] I listed at least one issue that this PR fixes in the description above.
- [ ] I updated/added relevant documentation (doc comments with `///`).
- [x] I added new tests to check the change I am making, or this PR is [test-exempt].
- [ ] I followed the [breaking change policy] and added [Data Driven Fixes] where supported.
- [x] All existing and new tests are passing.

If you need help, consider asking for advice on the #hackers-new channel on [Discord].

<!-- Links -->
[Contributor Guide]: https://github.com/flutter/flutter/wiki/Tree-hygiene#overview
[Tree Hygiene]: https://github.com/flutter/flutter/wiki/Tree-hygiene
[test-exempt]: https://github.com/flutter/flutter/wiki/Tree-hygiene#tests
[Flutter Style Guide]: https://github.com/flutter/flutter/wiki/Style-guide-for-Flutter-repo
[Features we expect every widget to implement]: https://github.com/flutter/flutter/wiki/Style-guide-for-Flutter-repo#features-we-expect-every-widget-to-implement
[CLA]: https://cla.developers.google.com/
[flutter/tests]: https://github.com/flutter/tests
[breaking change policy]: https://github.com/flutter/flutter/wiki/Tree-hygiene#handling-breaking-changes
[Discord]: https://github.com/flutter/flutter/wiki/Chat
[Data Driven Fixes]: https://github.com/flutter/flutter/wiki/Data-driven-Fixes
","I'm actually not very familiar with ColorFilter and ImageFiler, why do we end each line with a ""//""?"
159407,2024-11-25T07:41:52Z,2024-11-25T19:22:22Z,LongCatIsLooong,0,0,1,3,1,1,1,['framework'],,0,42031.0,0,0,2674267.122497,0,1,0,[],LGTM,LGTM,"Missed this test in https://github.com/flutter/flutter/pull/159108

## Pre-launch Checklist

- [ ] I read the [Contributor Guide] and followed the process outlined there for submitting PRs.
- [ ] I read the [Tree Hygiene] wiki page, which explains my responsibilities.
- [ ] I read and followed the [Flutter Style Guide], including [Features we expect every widget to implement].
- [ ] I signed the [CLA].
- [ ] I listed at least one issue that this PR fixes in the description above.
- [ ] I updated/added relevant documentation (doc comments with `///`).
- [ ] I added new tests to check the change I am making, or this PR is [test-exempt].
- [ ] I followed the [breaking change policy] and added [Data Driven Fixes] where supported.
- [ ] All existing and new tests are passing.

If you need help, consider asking for advice on the #hackers-new channel on [Discord].

<!-- Links -->
[Contributor Guide]: https://github.com/flutter/flutter/blob/main/docs/contributing/Tree-hygiene.md#overview
[Tree Hygiene]: https://github.com/flutter/flutter/blob/main/docs/contributing/Tree-hygiene.md
[test-exempt]: https://github.com/flutter/flutter/blob/main/docs/contributing/Tree-hygiene.md#tests
[Flutter Style Guide]: https://github.com/flutter/flutter/blob/main/docs/contributing/Style-guide-for-Flutter-repo.md
[Features we expect every widget to implement]: https://github.com/flutter/flutter/blob/main/docs/contributing/Style-guide-for-Flutter-repo.md#features-we-expect-every-widget-to-implement
[CLA]: https://cla.developers.google.com/
[flutter/tests]: https://github.com/flutter/tests
[breaking change policy]: https://github.com/flutter/flutter/blob/main/docs/contributing/Tree-hygiene.md#handling-breaking-changes
[Discord]: https://github.com/flutter/flutter/blob/main/docs/contributing/Chat.md
[Data Driven Fixes]: https://github.com/flutter/flutter/blob/main/docs/contributing/Data-driven-Fixes.md
",
157855,2024-10-30T10:20:19Z,2024-11-22T19:09:11Z,kszczek,4,8,1,98,2,3,2,"['framework', 'f: scrolling']",4.0,0,2281211.0,0,0,2671980.465447,0,1,0,"['kszczek', 'nate-thegrate', 'flutter-dashboard[bot]']","It looks like this pull request may not have tests. Please make sure to add tests before merging. If you need an exemption, contact ""@test-exemption-reviewer"" in the #hackers channel in [Discord](https://github.com/flutter/flutter/blob/master/docs/contributing/Chat.md) (don't just cc them here, they won't see it!).

If you are not sure if you need tests, consider this rule of thumb: the purpose of a test is to make sure someone doesn't accidentally revert the fix. Ask yourself, **is there anything in your PR that you feel it is important we not accidentally revert back to how it was before your fix?**

__Reviewers__: Read the [Tree Hygiene page](https://github.com/flutter/flutter/blob/master/docs/contributing/Tree-hygiene.md#how-to-review-code) and make sure this patch meets those guidelines before LGTMing. The test exemption team is a small volunteer group, so _all_ reviewers should feel empowered to ask for tests, without delegating that responsibility entirely to the test exemption group. Thanks for the review, I've addressed the code style issue and added the aforementioned test.

I've had to mock the `Scrollable.notificationContext` property though, because I couldn't find a way to make it null when the action is invoked. I don't think that's practically possible, as warranted by the fact that no user reported this issue. All done! Awesome, thanks @kszczek! We'll be able to merge once the PR has 2 approvals.Looks great!

Just 1 thing left: go to [scrollable_helpers_test.dart](https://github.com/kszczek/flutter/blob/fix-scroll-action-condition/packages/flutter/test/widgets/scrollable_helpers_test.dart) and add a test with something like
```dart
somethingThatShouldWork();
expect(tester.takeException(), isNull);
``` LGTM, thanks for the well-structured test!

Perhaps if it's impossible for the `notificationContext` to be null, the getter should be updated to be non-nullable, but that's outside the scope of this PR.

<br>

I have a few tiny suggestions for the test comments (for brevity and to follow [style guidelines](https://github.com/flutter/flutter/blob/master/docs/contributing/Style-guide-for-Flutter-repo.md#use-the-passive-voice-recommend-do-not-require-never-say-things-are-simple)), so take a look when you get a chance :) This LGTM. I was a little wary that we did not have an issue demonstrating this causing a problem, but it looks like a nice clean up.

From an offline chat with @nate-thegrate, the notification context can be null, it comes from the key for the gesture detector in ScrollableState: 
https://github.com/flutter/flutter/blob/793569f621f79119dd7cb2c82c403b5d52271946/packages/flutter/lib/src/widgets/scrollable.dart#L598","Looks great!

Just 1 thing left: go to [scrollable_helpers_test.dart](https://github.com/kszczek/flutter/blob/fix-scroll-action-condition/packages/flutter/test/widgets/scrollable_helpers_test.dart) and add a test with something like
```dart
somethingThatShouldWork();
expect(tester.takeException(), isNull);
``` LGTM, thanks for the well-structured test!

Perhaps if it's impossible for the `notificationContext` to be null, the getter should be updated to be non-nullable, but that's outside the scope of this PR.

<br>

I have a few tiny suggestions for the test comments (for brevity and to follow [style guidelines](https://github.com/flutter/flutter/blob/master/docs/contributing/Style-guide-for-Flutter-repo.md#use-the-passive-voice-recommend-do-not-require-never-say-things-are-simple)), so take a look when you get a chance :) This LGTM. I was a little wary that we did not have an issue demonstrating this causing a problem, but it looks like a nice clean up.

From an offline chat with @nate-thegrate, the notification context can be null, it comes from the key for the gesture detector in ScrollableState: 
https://github.com/flutter/flutter/blob/793569f621f79119dd7cb2c82c403b5d52271946/packages/flutter/lib/src/widgets/scrollable.dart#L598","This conditional most likely was meant to use `||` instead of `&&` operator to check if `notificationContext` is null OR if no Scrollable was found for this `notificationContext`. Using the AND operator instead causes the null assertion to fail when notificationContext is null, while also causing an assertion failure when notificationContext is not null, but no Scrollable is found for it. While at it, let's also deduplicate the Scrollable.maybeOf call.

This fix is purely speculative, I didn't encounter this error, but rather was reading the ScrollAction's source and stumbled upon this. ~~With that said I wasn't actually able to trigger this error condition, thus why there are no tests included with this PR, if anyone has ideas on how this could be triggered, I'll be happy to include such test cases.~~

fixes #158063

## Pre-launch Checklist

- [x] I read the [Contributor Guide] and followed the process outlined there for submitting PRs.
- [x] I read the [Tree Hygiene] wiki page, which explains my responsibilities.
- [x] I read and followed the [Flutter Style Guide], including [Features we expect every widget to implement].
- [x] I signed the [CLA].
- [x] I listed at least one issue that this PR fixes in the description above.
- [ ] I updated/added relevant documentation (doc comments with `///`).
- [x] I added new tests to check the change I am making, or this PR is [test-exempt].
- [x] I followed the [breaking change policy] and added [Data Driven Fixes] where supported.
- [x] All existing and new tests are passing.

If you need help, consider asking for advice on the #hackers-new channel on [Discord].

<!-- Links -->
[Contributor Guide]: https://github.com/flutter/flutter/blob/main/docs/contributing/Tree-hygiene.md#overview
[Tree Hygiene]: https://github.com/flutter/flutter/blob/main/docs/contributing/Tree-hygiene.md
[test-exempt]: https://github.com/flutter/flutter/blob/main/docs/contributing/Tree-hygiene.md#tests
[Flutter Style Guide]: https://github.com/flutter/flutter/blob/main/docs/contributing/Style-guide-for-Flutter-repo.md
[Features we expect every widget to implement]: https://github.com/flutter/flutter/blob/main/docs/contributing/Style-guide-for-Flutter-repo.md#features-we-expect-every-widget-to-implement
[CLA]: https://cla.developers.google.com/
[flutter/tests]: https://github.com/flutter/tests
[breaking change policy]: https://github.com/flutter/flutter/blob/main/docs/contributing/Tree-hygiene.md#handling-breaking-changes
[Discord]: https://github.com/flutter/flutter/blob/main/docs/contributing/Chat.md
[Data Driven Fixes]: https://github.com/flutter/flutter/blob/main/docs/contributing/Data-driven-Fixes.md
","I agree it's a bit strange for this method to use a combination of `assert`s and early `return`s, rather than sticking with one or the other. I think it'd be good to set a local variable here, to further reduce the amount of null-asserting.

```suggestion
      final BuildContext? notificationContext = primaryScrollController.position.context.notificationContext;
      if (notificationContext != null) {
        state = Scrollable.maybeOf(notificationContext);
      }
``` Yeah, this assert was also marked as unnecessary by the linter after applying the patch. Done. ```suggestion
      // The default web shortcuts do not use a modifier key for ScrollActions.
``` Instead of describing the bug in the test code, we usually just add an issue link.

```suggestion
``` ```suggestion

  // Regression test for https://github.com/flutter/flutter/issues/158063.
  testWidgets('Invoking a ScrollAction when notificationContext is null does not cause an exception.', (WidgetTester tester) async {
```

I went ahead and made an issue so we can link it here:
- https://github.com/flutter/flutter/issues/158063 ```suggestion
      // No scrollable is found, so the scroll position should not change.
```"
159082,2024-11-18T16:35:37Z,2024-11-18T17:16:15Z,engine-flutter-autoroll,0,0,1,2,1,1,1,['engine'],,0,607945.0,0,0,2681129.342441,0,1,0,[],,,"
https://github.com/flutter/engine/compare/e1f4e7d9bfc4...9686de154114

2024-11-18 skia-flutter-autoroll@skia.org Roll Skia from 78fd0dfa6cf8 to 7594233ff914 (1 revision) (flutter/engine#56677)

If this roll has caused a breakage, revert this CL and stop the roller
using the controls here:
https://autoroll.skia.org/r/flutter-engine-flutter-autoroll
Please CC jimgraham@google.com,zra@google.com on the revert to ensure that a human
is aware of the problem.

To file a bug in Flutter: https://github.com/flutter/flutter/issues/new/choose

To report a problem with the AutoRoller itself, please file a bug:
https://issues.skia.org/issues/new?component=1389291&template=1850622

Documentation for the AutoRoller is here:
https://skia.googlesource.com/buildbot/+doc/main/autoroll/README.md
",
159077,2024-11-18T15:02:00Z,2024-11-18T15:47:18Z,engine-flutter-autoroll,0,0,6,2,1,1,1,[],,0,606387.0,0,0,2688305.045668,0,6,0,[],,,"
https://github.com/flutter/packages/compare/b164be312ca2...c1eabf5e32cc

2024-11-16 49699333+dependabot[bot]@users.noreply.github.com [gradle]: Bump org.mockito.kotlin:mockito-kotlin from 4.1.0 to 5.4.0 in /packages/interactive_media_ads/android (flutter/packages#8095)
2024-11-16 kevmoo@users.noreply.github.com [google_identity_services_web] Migrate all types to JSObject (flutter/packages#8053)
2024-11-15 49699333+dependabot[bot]@users.noreply.github.com [file_selector]: Bump androidx.annotation:annotation from 1.9.0 to 1.9.1 in /packages/file_selector/file_selector_android/android (flutter/packages#7982)
2024-11-15 ditman@gmail.com [web_benchmarks] Remove `WebRenderer` enum. (flutter/packages#8103)
2024-11-15 kevmoo@users.noreply.github.com [google_maps_flutter] Fix detection of WebAssembly compatibility (flutter/packages#8102)
2024-11-15 engine-flutter-autoroll@skia.org Roll Flutter from ed553d10cf63 to 0e2d55e0e7b2 (40 revisions) (flutter/packages#8106)

If this roll has caused a breakage, revert this CL and stop the roller
using the controls here:
https://autoroll.skia.org/r/flutter-packages-flutter-autoroll
Please CC flutter-ecosystem@google.com on the revert to ensure that a human
is aware of the problem.

To file a bug in Flutter: https://github.com/flutter/flutter/issues/new/choose

To report a problem with the AutoRoller itself, please file a bug:
https://issues.skia.org/issues/new?component=1389291&template=1850622

Documentation for the AutoRoller is here:
https://skia.googlesource.com/buildbot/+doc/main/autoroll/README.md
",
